"Hour";"Subscriber Operator Name";"Origin Country Name";"Origin Operator Name";"SUM Transactions";"# Successes"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"United States of America";"T-MOBILE (US)";"93";"25"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"United States of America";"AT&T MOBILITY (US)";"19";"15"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"United Kingdom of Great Britain and Northern Ireland";"O2 (GB)";"3";"2"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Spain";"VODAFONE (ES)";"2";"2"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Norway";"TELENOR (NO)";"1";"1"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Czech Republic";"O2 (CZ)";"9";"1"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Argentine Republic";"MOVISTAR (AR)";"10";"5"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"United States of America";"T-MOBILE (US)";"95";"24"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Germany (Federal Republic of)";"O2 (DE)";"2";"1"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"18";"5"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Switzerland (Confederation of)";"ORANGE (CH)";"2";"1"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Switzerland (Confederation of)";"SWISSCOM (CH)";"1";"1"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"Portugal";"TMN (PT)";"1";"1"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"Roaming HUB";"ROAMING HUB (RH)";"1";"1"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"China (People's Republic of)";"CHINA MOBILE (CN)";"2";"1"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"Uruguay (Eastern Republic of)";"MOVISTAR (UY)";"20";"6"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"Switzerland (Confederation of)";"SWISSCOM (CH)";"1";"1"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Italy";"VODAFONE (IT)";"24";"5"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Ecuador";"MOVISTAR (EC)";"28";"5"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Ukraine";"KYIVSTAR (UA)";"1";"1"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"United States of America";"AT&T MOBILITY (US)";"25";"17"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Germany (Federal Republic of)";"TELEKOM (DE)";"13";"2"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"Chile";"TELEFONICA (CL)";"11";"6"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"Japan";"DOCOMO (JP)";"1";"1"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"Spain";"MOVISTAR (ES)";"336";"49"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"Colombia";"MOVISTAR (CO)";"132";"23"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"Costa Rica";"MOVISTAR (CR)";"15";"3"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"India (Republic of)";"BHARTI AIRTEL (Karnataka) (IN)";"1";"1"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"Mozambique (Republic of)";"MOVITEL (MZ)";"6";"1"
"2016/12/19 08:00:00";"MOVISTAR (PE)";"Germany (Federal Republic of)";"TELEKOM (DE)";"13";"2"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Spain";"MOVISTAR (ES)";"345";"51"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Mexico";"TELEFONICA MOVILES (MX)";"2";"2"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Austria";"H3G AUSTRIA (AT)";"2";"1"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Colombia";"MOVISTAR (CO)";"126";"25"
"2016/12/19 09:00:00";"MOVISTAR (PE)";"Portugal";"TMN (PT)";"1";"1"
